Term_PK	Term_Name	Identifier	Is_Leaf	Definition	Comment	Parent_term_type	Parent_term_name	Parent_term_ID	GrandParent_term_type	GrandParent_term_name	GrandParent_term_ID
"MS:1000070MS1"	"atmospheric pressure chemical ionization"	"MS:1000070"	"1"	"Chemical ionization that takes place at atmospheric pressure as opposed to the reduced pressure is normally used for chemical ionization."	\N	"IsA"	"atmospheric pressure ionization"	"MS:1000240"	"IsA"	"ionization type"	"MS:1000008"
"MS:1000071MS1"	"chemical ionization"	"MS:1000071"	"1"	"The formation of a new ion by the reaction of a neutral species with an ion. The process may involve transfer of an electron, a proton or other charged species between the reactants. When a positive ion results from chemical ionization the term may be used without qualification. When a negative ion results the term negative ion chemical ionization should be used. Note that this term is not synonymous with chemi-ionization."	\N	"IsA"	"ionization type"	"MS:1000008"	"PartOf"	"source"	"MS:1000458"
"MS:1000072MS1"	"Electronic Ionization"	"MS:1000072"	"1"	"OBSOLETE The ionization of an atom or molecule by electrons that are typically accelerated to energies between 50 and 150 eV. Usually 70 eV electrons are used to produce positive ions. The term 'electron impact' is not recommended."	"This term was made obsolete because it was replaced by electron ionization (MS:1000389)."	\N	\N	\N	\N	\N	\N
"MS:1000073MS1"	"electrospray ionization"	"MS:1000073"	"0"	"A process in which ionized species in the gas phase are produced from an analyte-containing solution via highly charged fine droplets, by means of spraying the solution from a narrow-bore needle tip at atmospheric pressure in the presence of a high electric field. When a pressurized gas is used to aid in the formation of a stable spray, the term pneumatically assisted electrospray ionization is used. The term ion spray is not recommended."	\N	"IsA"	"ionization type"	"MS:1000008"	"PartOf"	"source"	"MS:1000458"
"MS:1000074MS1"	"fast atom bombardment ionization"	"MS:1000074"	"1"	"The ionization of any species by the interaction of a focused beam of neutral atoms having a translational energy of several thousand eV with a sample that is typically dissolved in a solvent matrix. See also secondary ionization."	\N	"IsA"	"ionization type"	"MS:1000008"	"PartOf"	"source"	"MS:1000458"
"MS:1000075MS1"	"matrix-assisted laser desorption ionization"	"MS:1000075"	"1"	"The formation of gas-phase ions from molecules that are present in a solid or solvent matrix that is irradiated with a pulsed laser. See also laser desorption/ionization."	\N	"IsA"	"desorption ionization"	"MS:1000247"	"IsA"	"ionization type"	"MS:1000008"
"MS:1000076MS1"	"negative ion mode"	"MS:1000076"	"1"	"OBSOLETE."	"This term was made obsolete because it was replaced by negative scan (MS:1000129)."	\N	\N	\N	\N	\N	\N
"MS:1000077MS1"	"positive ion mode"	"MS:1000077"	"1"	"OBSOLETE."	"This term was made obsolete because it was replaced by positive scan (MS:1000130)."	\N	\N	\N	\N	\N	\N
"MS:1000078MS1"	"axial ejection linear ion trap"	"MS:1000078"	"1"	"A linear ion trap mass spectrometer where ions are ejected along the axis of the analyzer."	\N	"IsA"	"linear ion trap"	"MS:1000291"	"IsA"	"ion trap"	"MS:1000264"
"MS:1000079MS1"	"fourier transform ion cyclotron resonance mass spectrometer"	"MS:1000079"	"1"	"A mass spectrometer based on the principle of ion cyclotron resonance in which an ion in a magnetic field moves in a circular orbit at a frequency characteristic of its m/z value. Ions are coherently excited to a larger radius orbit using a pulse of radio frequency energy and their image charge is detected on receiver plates as a time domain signal. Fourier transformation of the time domain signal results in a frequency domain signal which is converted to a mass spectrum based in the inverse relationship between frequency and m/z."	\N	"IsA"	"mass analyzer type"	"MS:1000443"	"PartOf"	"mass analyzer"	"MS:1000451"
"MS:1000080MS1"	"magnetic sector"	"MS:1000080"	"1"	"A device that produces a magnetic field perpendicular to a charged particle beam that deflects the beam to an extent that is proportional to the particle momentum per unit charge. For a monoenergetic beam, the deflection is proportional to m/z."	\N	"IsA"	"mass analyzer type"	"MS:1000443"	"PartOf"	"mass analyzer"	"MS:1000451"
"MS:1000081MS1"	"quadrupole"	"MS:1000081"	"1"	"A mass spectrometer that consists of four parallel rods whose centers form the corners of a square and whose opposing poles are connected. The voltage applied to the rods is a superposition of a static potential and a sinusoidal radio frequency potential. The motion of an ion in the x and y dimensions is described by the Matthieu equation whose solutions show that ions in a particular m/z range can be transmitted along the z axis."	\N	"IsA"	"mass analyzer type"	"MS:1000443"	"PartOf"	"mass analyzer"	"MS:1000451"
"MS:1000082MS1"	"quadrupole ion trap"	"MS:1000082"	"1"	"Quadrupole Ion Trap mass analyzer captures the ions in a three dimensional ion trap and then selectively ejects them by varying the RF and DC potentials."	\N	"IsA"	"ion trap"	"MS:1000264"	"IsA"	"mass analyzer type"	"MS:1000443"
"MS:1000083MS1"	"radial ejection linear ion trap"	"MS:1000083"	"1"	"A linear ion trap mass spectrometer where ions are ejected along the radius of the analyzer."	\N	"IsA"	"linear ion trap"	"MS:1000291"	"IsA"	"ion trap"	"MS:1000264"
"MS:1000084MS1"	"time-of-flight"	"MS:1000084"	"0"	"Instrument that separates ions by m/z in a field-free region after acceleration to a fixed acceleration energy."	\N	"IsA"	"mass analyzer type"	"MS:1000443"	"PartOf"	"mass analyzer"	"MS:1000451"
"MS:1000085MS1"	"baseline"	"MS:1000085"	"1"	"An attribute of resolution when recording the detector response in absence of the analyte."	\N	"IsA"	"resolution measurement method"	"MS:1000012"	"IsA"	"measurement method"	"MS:1000596"
"MS:1000086MS1"	"full width at half-maximum"	"MS:1000086"	"1"	"A measure of resolution represented as width of the peak at half peak height."	\N	"IsA"	"resolution measurement method"	"MS:1000012"	"IsA"	"measurement method"	"MS:1000596"
"MS:1000087MS1"	"ten percent valley"	"MS:1000087"	"1"	"An attribute of resolution when the ratio between adjacent signals is 10% of the signal height."	\N	"IsA"	"resolution measurement method"	"MS:1000012"	"IsA"	"measurement method"	"MS:1000596"
"MS:1000088MS1"	"constant"	"MS:1000088"	"1"	"OBSOLETE When resolution is constant with respect to m/z."	"This child of the former purgatory term resolution type was made obsolete."	\N	\N	\N	\N	\N	\N
"MS:1000089MS1"	"proportional"	"MS:1000089"	"1"	"OBSOLETE When resolution is proportional with respect to m/z."	"This child of the former purgatory term resolution type was made obsolete."	\N	\N	\N	\N	\N	\N
"MS:1000090MS1"	"mass scan"	"MS:1000090"	"1"	"OBSOLETE A variation of instrument where a selected mass is scanned."	"This child of the former purgatory term Scan Function was made obsolete."	\N	\N	\N	\N	\N	\N
"MS:1000091MS1"	"selected ion detection"	"MS:1000091"	"1"	"OBSOLETE Please see Single Ion Monitoring."	"This child of the former purgatory term Scan Function was made obsolete."	\N	\N	\N	\N	\N	\N
"MS:1000092MS1"	"decreasing m/z scan"	"MS:1000092"	"1"	"High to low direction in terms of m/z of the scan for scanning analyzers."	\N	"IsA"	"scan direction"	"MS:1000018"	"PartOf"	"scan"	"MS:1000441"
"MS:1000093MS1"	"increasing m/z scan"	"MS:1000093"	"1"	"Low to high direction in terms of m/z of the scan for scanning analyzers."	\N	"IsA"	"scan direction"	"MS:1000018"	"PartOf"	"scan"	"MS:1000441"
"MS:1000094MS1"	"exponential"	"MS:1000094"	"1"	"The mass scan is done in exponential mode."	\N	"IsA"	"scan law"	"MS:1000019"	"PartOf"	"scan"	"MS:1000441"
"MS:1000095MS1"	"linear"	"MS:1000095"	"1"	"OBSOLETE The mass scan is done in linear mode."	"This term was made obsolete because it was redundant with the Pato Ontology term linear (UO:0001199)."	"IsA"	"scan law"	"MS:1000019"	"PartOf"	"scan"	"MS:1000441"
"MS:1000096MS1"	"quadratic"	"MS:1000096"	"1"	"The mass scan is done in quadratic mode."	\N	"IsA"	"scan law"	"MS:1000019"	"PartOf"	"scan"	"MS:1000441"
"MS:1000097MS1"	"constant neutral mass loss"	"MS:1000097"	"1"	"OBSOLETE A spectrum formed of all product ions that have been produced with a selected m/z decrement from any precursor ions. The spectrum shown correlates to the precursor ion spectrum. See also neutral loss spectrum."	"This former purgatory term was made obsolete."	\N	\N	\N	\N	\N	\N
"MS:1000098MS1"	"multiple ion monitoring"	"MS:1000098"	"1"	"OBSOLETE Data acquired when monitoring the ion current of a few specific m/z values. Remap to MS:1000205 -Selected Ion Monitoring."	"This former purgatory term was made obsolete."	\N	\N	\N	\N	\N	\N
"MS:1000099MS1"	"multiple reaction monitoring"	"MS:1000099"	"1"	"OBSOLETE This term is not recommended. See Selected Reaction Monitoring."	"This term was made obsolete because it was merged with selected reaction monitoring (MS:1000206)."	\N	\N	\N	\N	\N	\N
"MS:1000100MS1"	"precursor ion scan"	"MS:1000100"	"1"	"OBSOLETE The specific scan function or process that will record a precursor ion spectrum."	"This former purgatory term was made obsolete."	\N	\N	\N	\N	\N	\N
"MS:1000101MS1"	"product ion scan"	"MS:1000101"	"1"	"OBSOLETE The specific scan function or process that records product ion spectrum."	"This former purgatory term was made obsolete."	\N	\N	\N	\N	\N	\N
"MS:1000102MS1"	"single ion monitoring"	"MS:1000102"	"1"	"OBSOLETE The operation of a mass spectrometer to monitor a single ion rather than scanning entire mass spectrum."	"This term was made obsolete because it was replaced by single ion monitoring (MS:100205)."	\N	\N	\N	\N	\N	\N
"MS:1000103MS1"	"single reaction monitoring"	"MS:1000103"	"1"	"OBSOLETE This term is not recommended. See Selected Reaction Monitoring."	"This term was made obsolete because it was replaced by selected reaction monitoring (MS:1000206)."	\N	\N	\N	\N	\N	\N
"MS:1000104MS1"	"None ??"	"MS:1000104"	"1"	"OBSOLETE None."	"This term was made obsolete because ."	\N	\N	\N	\N	\N	\N
"MS:1000105MS1"	"reflectron off"	"MS:1000105"	"1"	"Reflectron is off."	\N	"IsA"	"reflectron state"	"MS:1000021"	"IsA"	"mass analyzer attribute"	"MS:1000480"
"MS:1000106MS1"	"reflectron on"	"MS:1000106"	"1"	"Reflectron is on."	\N	"IsA"	"reflectron state"	"MS:1000021"	"IsA"	"mass analyzer attribute"	"MS:1000480"
"MS:1000107MS1"	"channeltron"	"MS:1000107"	"1"	"A horn-shaped (or cone-shaped) continuous dynode particle multiplier. The ion strikes the inner surface of the device and induces the production of secondary electrons that in turn impinge on the inner surfaces to produce more secondary electrons. This avalanche effect produces an increase in signal in the final measured current pulse."	\N	"IsA"	"detector type"	"MS:1000026"	"PartOf"	"detector"	"MS:1000453"
"MS:1000108MS1"	"conversion dynode electron multiplier"	"MS:1000108"	"1"	"A surface that is held at high potential so that ions striking the surface produce electrons that are subsequently detected."	\N	"IsA"	"conversion dynode"	"MS:1000346"	"IsA"	"detector type"	"MS:1000026"
"MS:1000109MS1"	"conversion dynode photomultiplier"	"MS:1000109"	"1"	"A detector in which ions strike a conversion dynode to produce electrons that in turn generate photons through a phosphorescent screen that are detected by a photomultiplier."	\N	"IsA"	"conversion dynode"	"MS:1000346"	"IsA"	"detector type"	"MS:1000026"
"MS:1000110MS1"	"daly detector"	"MS:1000110"	"1"	"Detector consisting of a conversion dynode, scintillator and photomultiplier. The metal knob at high potential emits secondary electrons when ions impinge on the surface. The secondary electrons are accelerated onto the scintillator that produces light that is then detected by the photomultiplier detector."	\N	"IsA"	"detector type"	"MS:1000026"	"PartOf"	"detector"	"MS:1000453"
"MS:1000111MS1"	"electron multiplier tube"	"MS:1000111"	"1"	"A device to amplify the current of a beam or packet of charged particles or photons by incidence upon the surface of an electrode to produce secondary electrons."	\N	"IsA"	"electron multiplier"	"MS:1000253"	"IsA"	"detector type"	"MS:1000026"
"MS:1000112MS1"	"faraday cup"	"MS:1000112"	"1"	"A conducting cup or chamber that intercepts a charged particle beam and is electrically connected to a current measuring device."	\N	"IsA"	"detector type"	"MS:1000026"	"PartOf"	"detector"	"MS:1000453"
"MS:1000113MS1"	"focal plane array"	"MS:1000113"	"1"	"An array of detectors for spatially disperse ion beams in which all ions simultaneously impinge on the detector plane."	\N	"IsA"	"focal plane collector"	"MS:1000348"	"IsA"	"detector type"	"MS:1000026"
"MS:1000114MS1"	"microchannel plate detector"	"MS:1000114"	"1"	"A thin plate that contains a closely spaced array of channels that each act as a continuous dynode particle multiplier. A charged particle, fast neutral particle, or photon striking the plate causes a cascade of secondary electrons that ultimately exits the opposite side of the plate."	\N	"IsA"	"array detector"	"MS:1000345"	"IsA"	"detector type"	"MS:1000026"
"MS:1000115MS1"	"multi-collector"	"MS:1000115"	"1"	"A detector system commonly used in inductively coupled plasma mass spectrometers."	\N	"IsA"	"detector type"	"MS:1000026"	"PartOf"	"detector"	"MS:1000453"
"MS:1000116MS1"	"photomultiplier"	"MS:1000116"	"1"	"A detector for conversion of the ion/electron signal into photon(s) which are then amplified and detected."	\N	"IsA"	"detector type"	"MS:1000026"	"PartOf"	"detector"	"MS:1000453"
"MS:1000117MS1"	"analog-digital converter"	"MS:1000117"	"1"	"Analog-to-digital converter (abbreviated ADC, A/D or A to D) is an electronic integrated circuit (i/c) that converts continuous signals to discrete digital numbers."	\N	"IsA"	"detector acquisition mode"	"MS:1000027"	"PartOf"	"detector"	"MS:1000453"
"MS:1000118MS1"	"pulse counting"	"MS:1000118"	"1"	"Definition to do."	\N	"IsA"	"detector acquisition mode"	"MS:1000027"	"PartOf"	"detector"	"MS:1000453"
"MS:1000119MS1"	"time-digital converter"	"MS:1000119"	"1"	"A device for converting a signal of sporadic pluses into a digital representation of their time indices."	\N	"IsA"	"detector acquisition mode"	"MS:1000027"	"PartOf"	"detector"	"MS:1000453"
"MS:1000120MS1"	"transient recorder"	"MS:1000120"	"1"	"A detector acquisition mode used for detecting transient signals."	\N	"IsA"	"detector acquisition mode"	"MS:1000027"	"PartOf"	"detector"	"MS:1000453"
"MS:1000121MS1"	"SCIEX instrument model"	"MS:1000121"	"0"	"."	\N	"IsA"	"instrument model"	"MS:1000031"	"PartOf"	"instrument"	"MS:1000463"
"MS:1000122MS1"	"Bruker Daltonics instrument model"	"MS:1000122"	"0"	"Bruker Daltonics' instrument model."	\N	"IsA"	"instrument model"	"MS:1000031"	"PartOf"	"instrument"	"MS:1000463"
"MS:1000123MS1"	"IonSpec instrument model"	"MS:1000123"	"0"	"IonSpec corporation instrument model."	\N	"IsA"	"Varian instrument model"	"MS:1000489"	"IsA"	"instrument model"	"MS:1000031"
"MS:1000124MS1"	"Shimadzu instrument model"	"MS:1000124"	"0"	"Shimadzu corporation instrument model."	\N	"IsA"	"instrument model"	"MS:1000031"	"PartOf"	"instrument"	"MS:1000463"
"MS:1000125MS1"	"Thermo Finnigan instrument model"	"MS:1000125"	"0"	"ThermoFinnigan from Thermo Electron Corporation instrument model."	\N	"IsA"	"Thermo Fisher Scientific instrument model"	"MS:1000483"	"IsA"	"instrument model"	"MS:1000031"
"MS:1000126MS1"	"Waters instrument model"	"MS:1000126"	"0"	"Waters Corporation instrument model."	\N	"IsA"	"instrument model"	"MS:1000031"	"PartOf"	"instrument"	"MS:1000463"
"MS:1000127MS1"	"centroid spectrum"	"MS:1000127"	"1"	"Processing of profile data to produce spectra that contains discrete peaks of zero width. Often used to reduce the size of dataset."	\N	"IsA"	"spectrum representation"	"MS:1000525"	"PartOf"	"spectrum"	"MS:1000442"
"MS:1000128MS1"	"profile spectrum"	"MS:1000128"	"1"	"A profile mass spectrum is created when data is recorded with ion current (counts per second) on one axis and mass/charge ratio on another axis."	\N	"IsA"	"spectrum representation"	"MS:1000525"	"PartOf"	"spectrum"	"MS:1000442"
"MS:1000129MS1"	"negative scan"	"MS:1000129"	"1"	"Polarity of the scan is negative."	\N	"IsA"	"scan polarity"	"MS:1000465"	"PartOf"	"scan"	"MS:1000441"
"MS:1000129MS1"	"negative scan"	"MS:1000129"	"1"	"Polarity of the scan is negative."	\N	"IsA"	"chromatogram attribute"	"MS:1000808"	"IsA"	"object attribute"	"MS:1000547"
"MS:1000129MS1"	"negative scan"	"MS:1000129"	"1"	"Polarity of the scan is negative."	\N	"IsA"	"chromatogram attribute"	"MS:1000808"	"PartOf"	"chromatogram"	"MS:1000625"
"MS:1000130MS1"	"positive scan"	"MS:1000130"	"1"	"Polarity of the scan is positive."	\N	"IsA"	"scan polarity"	"MS:1000465"	"PartOf"	"scan"	"MS:1000441"
"MS:1000130MS1"	"positive scan"	"MS:1000130"	"1"	"Polarity of the scan is positive."	\N	"IsA"	"chromatogram attribute"	"MS:1000808"	"IsA"	"object attribute"	"MS:1000547"
"MS:1000130MS1"	"positive scan"	"MS:1000130"	"1"	"Polarity of the scan is positive."	\N	"IsA"	"chromatogram attribute"	"MS:1000808"	"PartOf"	"chromatogram"	"MS:1000625"
"MS:1000131MS1"	"number of detector counts"	"MS:1000131"	"0"	"The number of counted events observed in one or a group of elements of a detector."	\N	"IsA"	"intensity unit"	"MS:1000043"	"IsA"	"unit"	"UO:0000000"
"MS:1000132MS1"	"percent of base peak"	"MS:1000132"	"0"	"The magnitude of a peak or measurement element expressed in terms of the percentage of the magnitude of the base peak intensity."	\N	"IsA"	"intensity unit"	"MS:1000043"	"IsA"	"unit"	"UO:0000000"
"MS:1000133MS1"	"collision-induced dissociation"	"MS:1000133"	"0"	"The dissociation of an ion after collisional excitation. The term collisional-activated dissociation is not recommended."	\N	"IsA"	"dissociation method"	"MS:1000044"	"PartOf"	"precursor activation"	"MS:1000456"
"MS:1000134MS1"	"plasma desorption"	"MS:1000134"	"1"	"The ionization of material in a solid sample by bombarding it with ionic or neutral atoms formed as a result of the fission of a suitable nuclide, typically 252Cf. Synonymous with fission fragment ionization."	\N	"IsA"	"dissociation method"	"MS:1000044"	"PartOf"	"precursor activation"	"MS:1000456"
"MS:1000135MS1"	"post-source decay"	"MS:1000135"	"1"	"A technique specific to reflectron time-of-flight mass spectrometers where product ions of metastable transitions or collision-induced dissociations generated in the drift tube prior to entering the reflectron are m/z separated to yield product ion spectra."	\N	"IsA"	"dissociation method"	"MS:1000044"	"PartOf"	"precursor activation"	"MS:1000456"
