Term_PK	Term_Name	Identifier	Is_Leaf	Parent_term_type	Parent_term_name	Parent_term_ID	GrandParent_term_type	GrandParent_term_name	GrandParent_term_ID
MS:1000185MS1	PolarisQ	MS:1000185	1	IsA	Thermo Finnigan instrument model	MS:1000125	IsA	Thermo Fisher Scientific instrument model	MS:1000483
MS:1000186MS1	proteomics solution 1	MS:1000186	1	IsA	SCIEX instrument model	MS:1000121	IsA	instrument model	MS:1000031
MS:1000187MS1	Q TRAP	MS:1000187	1	IsA	SCIEX instrument model	MS:1000121	IsA	instrument model	MS:1000031
MS:1000188MS1	Q-Tof micro	MS:1000188	1	IsA	Waters instrument model	MS:1000126	IsA	instrument model	MS:1000031
MS:1000189MS1	Q-Tof Ultima	MS:1000189	1	IsA	Waters instrument model	MS:1000126	IsA	instrument model	MS:1000031
MS:1000190MS1	QSTAR	MS:1000190	1	IsA	SCIEX instrument model	MS:1000121	IsA	instrument model	MS:1000031
MS:1000191MS1	quattro micro	MS:1000191	1	IsA	Waters instrument model	MS:1000126	IsA	instrument model	MS:1000031
MS:1000192MS1	Quattro Ultima	MS:1000192	1	IsA	Waters instrument model	MS:1000126	IsA	instrument model	MS:1000031
MS:1000193MS1	Surveyor MSQ	MS:1000193	1	IsA	Thermo Finnigan instrument model	MS:1000125	IsA	Thermo Fisher Scientific instrument model	MS:1000483
MS:1000194MS1	SymBiot I	MS:1000194	1	IsA	SCIEX instrument model	MS:1000121	IsA	instrument model	MS:1000031
MS:1000195MS1	SymBiot XVI	MS:1000195	1	IsA	SCIEX instrument model	MS:1000121	IsA	instrument model	MS:1000031
MS:1000196MS1	TEMPUS TOF	MS:1000196	1	IsA	Thermo Finnigan instrument model	MS:1000125	IsA	Thermo Fisher Scientific instrument model	MS:1000483
MS:1000197MS1	TRACE DSQ	MS:1000197	1	IsA	Thermo Finnigan instrument model	MS:1000125	IsA	Thermo Fisher Scientific instrument model	MS:1000483
MS:1000198MS1	TRITON	MS:1000198	1	IsA	Thermo Finnigan instrument model	MS:1000125	IsA	Thermo Fisher Scientific instrument model	MS:1000483
MS:1000199MS1	TSQ Quantum	MS:1000199	1	IsA	Thermo Finnigan instrument model	MS:1000125	IsA	Thermo Fisher Scientific instrument model	MS:1000483
MS:1000200MS1	ultima	MS:1000200	1	IsA	IonSpec instrument model	MS:1000123	IsA	Varian instrument model	MS:1000489
MS:1000201MS1	ultraflex	MS:1000201	1	IsA	Bruker Daltonics flex series	MS:1001534	IsA	Bruker Daltonics instrument model	MS:1000122
MS:1000202MS1	ultraflex TOF/TOF	MS:1000202	1	IsA	Bruker Daltonics flex series	MS:1001534	IsA	Bruker Daltonics instrument model	MS:1000122
MS:1000203MS1	Voyager-DE PRO	MS:1000203	1	IsA	Applied Biosystems instrument model	MS:1000495	IsA	instrument model	MS:1000031
MS:1000204MS1	Voyager-DE STR	MS:1000204	1	IsA	Applied Biosystems instrument model	MS:1000495	IsA	instrument model	MS:1000031
MS:1000205MS1	selected ion monitoring	MS:1000205	1	IsA	data-independent acquisition	MS:1003215	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1000205MS1	selected ion monitoring	MS:1000205	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	data file content	MS:1000524
MS:1000205MS1	selected ion monitoring	MS:1000205	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	acquisition parameter	MS:1001954
MS:1000205MS1	selected ion monitoring	MS:1000205	1	IsA	mass spectrometry acquisition method	MS:1003213	PartOf	mass spectrometry proteomics	MS:1003350
MS:1000206MS1	selected reaction monitoring	MS:1000206	1	IsA	data-independent acquisition	MS:1003215	IsA	mass spectrometry acquisition method aspect	MS:1003214
MS:1000206MS1	selected reaction monitoring	MS:1000206	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	data file content	MS:1000524
MS:1000206MS1	selected reaction monitoring	MS:1000206	1	IsA	mass spectrometry acquisition method	MS:1003213	IsA	acquisition parameter	MS:1001954
MS:1000206MS1	selected reaction monitoring	MS:1000206	1	IsA	mass spectrometry acquisition method	MS:1003213	PartOf	mass spectrometry proteomics	MS:1003350
MS:1000207MS1	accurate mass	MS:1000207	1	HasUnits	mass unit	UO:0000002	IsA	UO:0000000	UO:0000000
MS:1000208MS1	average mass	MS:1000208	1	HasUnits	mass unit	UO:0000002	IsA	UO:0000000	UO:0000000
MS:1000209MS1	appearance energy	MS:1000209	1	HasUnits	electronvolt	UO:0000266	IsA	UO:0000111	UO:0000111
MS:1000210MS1	base peak	MS:1000210	1	IsA	peak	MS:1000231	PartOf	spectrum	MS:1000442
MS:1000211MS1	OBSOLETE charge number	MS:1000211	1						
MS:1000212MS1	dalton	MS:1000212	1						
MS:1000213MS1	electron affinity	MS:1000213	1						
MS:1000214MS1	electron energy obsolete	MS:1000214	1						
MS:1000215MS1	exact mass	MS:1000215	1	HasUnits	mass unit	UO:0000002	IsA	UO:0000000	UO:0000000
MS:1000216MS1	field-free region	MS:1000216	1	IsA	ion optics attribute	MS:1000487	IsA	ion optics	MS:1000462
MS:1000217MS1	ionization cross section	MS:1000217	1						
MS:1000218MS1	ionization efficiency	MS:1000218	1						
MS:1000219MS1	ionization energy	MS:1000219	1	HasUnits	electronvolt	UO:0000266	IsA	UO:0000111	UO:0000111
MS:1000220MS1	isotope dilution mass spectrometry	MS:1000220	1						
MS:1000221MS1	magnetic deflection	MS:1000221	1	IsA	ion optics type	MS:1000597	IsA	ion optics	MS:1000462
MS:1000222MS1	mass defect	MS:1000222	1	HasUnits	mass unit	UO:0000002	IsA	UO:0000000	UO:0000000
MS:1000223MS1	mass number	MS:1000223	1						
MS:1000224MS1	molecular mass	MS:1000224	1	IsA	molecular entity property	MS:1000861	PartOf	molecular entity	MS:1000881
MS:1000224MS1	molecular mass	MS:1000224	1	HasUnits	mass unit	UO:0000002	IsA	UO:0000000	UO:0000000
MS:1000225MS1	monoisotopic mass	MS:1000225	1	HasUnits	mass unit	UO:0000002	IsA	UO:0000000	UO:0000000
MS:1000226MS1	molecular beam mass spectrometry	MS:1000226	1						
MS:1000227MS1	multiphoton ionization	MS:1000227	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000228MS1	nitrogen rule	MS:1000228	1						
MS:1000229MS1	nominal mass	MS:1000229	1	HasUnits	mass unit	UO:0000002	IsA	UO:0000000	UO:0000000
MS:1000230MS1	odd-electron rule	MS:1000230	1						
MS:1000231MS1	peak	MS:1000231	0	PartOf	spectrum	MS:1000442	PartOf	spectrum generation information	MS:1001458
MS:1000232MS1	peak intensity	MS:1000232	1						
MS:1000233MS1	proton affinity	MS:1000233	1						
MS:1000234MS1	mass resolving power	MS:1000234	1						
MS:1000235MS1	total ion current chromatogram	MS:1000235	0	IsA	ion current chromatogram	MS:1000810	IsA	data file content	MS:1000524
MS:1000235MS1	total ion current chromatogram	MS:1000235	0	IsA	ion current chromatogram	MS:1000810	IsA	chromatogram type	MS:1000626
MS:1000236MS1	transmission	MS:1000236	1	IsA	instrument attribute	MS:1000496	IsA	object attribute	MS:1000547
MS:1000236MS1	transmission	MS:1000236	1	IsA	instrument attribute	MS:1000496	PartOf	instrument	MS:1000463
MS:1000237MS1	unified atomic mass unit	MS:1000237	1						
MS:1000238MS1	accelerator mass spectrometry	MS:1000238	1						
MS:1000239MS1	atmospheric pressure matrix-assisted laser desorption ionization	MS:1000239	1	IsA	atmospheric pressure ionization	MS:1000240	IsA	ionization type	MS:1000008
MS:1000240MS1	atmospheric pressure ionization	MS:1000240	0	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000241MS1	Atmostpheric Pressure Photoionization	MS:1000241	1						
MS:1000242MS1	blackbody infrared radiative dissociation	MS:1000242	1	IsA	dissociation method	MS:1000044	PartOf	precursor activation	MS:1000456
MS:1000243MS1	charge-remote fragmentation	MS:1000243	1						
MS:1000244MS1	consecutive reaction monitoring	MS:1000244	1						
MS:1000245MS1	charge stripping	MS:1000245	1	IsA	precursor activation attribute	MS:1000510	PartOf	precursor activation	MS:1000456
MS:1000246MS1	delayed extraction	MS:1000246	1	IsA	ion optics type	MS:1000597	IsA	ion optics	MS:1000462
MS:1000247MS1	desorption ionization	MS:1000247	0	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000248MS1	direct insertion probe	MS:1000248	1	IsA	inlet type	MS:1000007	PartOf	source	MS:1000458
MS:1000249MS1	direct liquid introduction	MS:1000249	1	IsA	inlet type	MS:1000007	PartOf	source	MS:1000458
MS:1000250MS1	electron capture dissociation	MS:1000250	0	IsA	dissociation method	MS:1000044	PartOf	precursor activation	MS:1000456
MS:1000251MS1	even-electron ion	MS:1000251	1						
MS:1000252MS1	electron-induced excitation in organics	MS:1000252	1						
MS:1000253MS1	electron multiplier	MS:1000253	0	IsA	detector type	MS:1000026	PartOf	detector	MS:1000453
MS:1000254MS1	electrostatic energy analyzer	MS:1000254	1	IsA	mass analyzer type	MS:1000443	PartOf	mass analyzer	MS:1000451
MS:1000255MS1	flowing afterglow	MS:1000255	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000256MS1	high-field asymmetric waveform ion mobility spectrometry	MS:1000256	1						
MS:1000257MS1	field desorption	MS:1000257	1	IsA	desorption ionization	MS:1000247	IsA	ionization type	MS:1000008
MS:1000258MS1	field ionization	MS:1000258	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000259MS1	glow discharge ionization	MS:1000259	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000260MS1	ion kinetic energy spectrometry	MS:1000260	1						
MS:1000261MS1	ion mobility spectrometry	MS:1000261	1						
MS:1000262MS1	infrared multiphoton dissociation	MS:1000262	1	IsA	photodissociation	MS:1000435	IsA	dissociation method	MS:1000044
MS:1000263MS1	isotope ratio mass spectrometry	MS:1000263	1						
MS:1000264MS1	ion trap	MS:1000264	0	IsA	mass analyzer type	MS:1000443	PartOf	mass analyzer	MS:1000451
MS:1000265MS1	kinetic energy release distribution	MS:1000265	1						
MS:1000266MS1	Laser Desorption	MS:1000266	1						
MS:1000267MS1	mass analyzed ion kinetic energy spectrometry	MS:1000267	1						
MS:1000268MS1	mass spectrometry	MS:1000268	1						
MS:1000269MS1	mass spectrometry/mass spectrometry	MS:1000269	1						
MS:1000270MS1	multiple stage mass spectrometry	MS:1000270	1						
MS:1000271MS1	Negative Ion chemical ionization	MS:1000271	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000272MS1	neutralization reionization mass spectrometry	MS:1000272	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000273MS1	photoionization	MS:1000273	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000274MS1	pyrolysis mass spectrometry	MS:1000274	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000275MS1	collision quadrupole	MS:1000275	1	IsA	ion optics type	MS:1000597	IsA	ion optics	MS:1000462
MS:1000276MS1	resonance enhanced multiphoton ionization	MS:1000276	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000277MS1	residual gas analyzer	MS:1000277	1						
MS:1000278MS1	surface enhanced laser desorption ionization	MS:1000278	1	IsA	surface ionization	MS:1000406	IsA	ionization type	MS:1000008
MS:1000279MS1	surface enhanced neat desorption	MS:1000279	1	IsA	surface ionization	MS:1000406	IsA	ionization type	MS:1000008
MS:1000280MS1	suface ionization	MS:1000280	1						
MS:1000281MS1	selected ion flow tube	MS:1000281	1	IsA	ion optics type	MS:1000597	IsA	ion optics	MS:1000462
MS:1000282MS1	sustained off-resonance irradiation	MS:1000282	1	IsA	dissociation method	MS:1000044	PartOf	precursor activation	MS:1000456
MS:1000283MS1	Spark Source Mass Spectrometry	MS:1000283	1						
MS:1000284MS1	stored waveform inverse fourier transform	MS:1000284	1	IsA	mass analyzer type	MS:1000443	PartOf	mass analyzer	MS:1000451
MS:1000285MS1	total ion current	MS:1000285	1	IsA	spectrum property	MS:1003058	PartOf	spectrum	MS:1000442
MS:1000286MS1	time lag focusing	MS:1000286	1	IsA	ion optics type	MS:1000597	IsA	ion optics	MS:1000462
MS:1000287MS1	time-of-flight mass spectrometer	MS:1000287	1						
MS:1000288MS1	cyclotron	MS:1000288	1	IsA	mass analyzer type	MS:1000443	PartOf	mass analyzer	MS:1000451
MS:1000289MS1	double-focusing mass spectrometer	MS:1000289	1						
MS:1000290MS1	hybrid mass spectrometer	MS:1000290	1						
MS:1000291MS1	linear ion trap	MS:1000291	0	IsA	ion trap	MS:1000264	IsA	mass analyzer type	MS:1000443
MS:1000292MS1	mass spectrograph obsolete	MS:1000292	1						
MS:1000293MS1	mass spectrometer	MS:1000293	1						
MS:1000294MS1	mass spectrum	MS:1000294	0	IsA	data file content	MS:1000524	PartOf	source data file	MS:1000577
MS:1000294MS1	mass spectrum	MS:1000294	0	IsA	spectrum type	MS:1000559	PartOf	spectrum	MS:1000442
MS:1000295MS1	mattauch-herzog geometry	MS:1000295	1						
MS:1000296MS1	nier-johnson geometry	MS:1000296	1						
MS:1000297MS1	paul ion trap	MS:1000297	1						
MS:1000298MS1	prolate traochoidal mass spectrometer	MS:1000298	1						
MS:1000299MS1	quistor	MS:1000299	1						
MS:1000300MS1	reflectron	MS:1000300	1	IsA	ion optics type	MS:1000597	IsA	ion optics	MS:1000462
MS:1000301MS1	sector mass spectrometer	MS:1000301	1						
MS:1000302MS1	tandem mass spectrometer	MS:1000302	1						
MS:1000303MS1	transmission quadrupole mass spectrometer	MS:1000303	1						
MS:1000304MS1	accelerating voltage	MS:1000304	1	IsA	ion optics attribute	MS:1000487	IsA	ion optics	MS:1000462
MS:1000304MS1	accelerating voltage	MS:1000304	1	HasUnits	volt	UO:0000218	IsA	UO:0000217	UO:0000217
MS:1000305MS1	cyclotron motion	MS:1000305	1						
MS:1000306MS1	dynamic mass spectrometry	MS:1000306	1						
MS:1000307MS1	einzel lens	MS:1000307	1	IsA	ion optics type	MS:1000597	IsA	ion optics	MS:1000462
MS:1000308MS1	electric field strength	MS:1000308	1	IsA	ion optics attribute	MS:1000487	IsA	ion optics	MS:1000462
MS:1000308MS1	electric field strength	MS:1000308	1	HasUnits	volt per meter	UO:0000268	IsA	UO:0000267	UO:0000267
MS:1000309MS1	first stability region	MS:1000309	1	IsA	ion optics type	MS:1000597	IsA	ion optics	MS:1000462
MS:1000310MS1	fringing field	MS:1000310	1	IsA	ion optics type	MS:1000597	IsA	ion optics	MS:1000462
MS:1000311MS1	kinetic energy analyzer	MS:1000311	1	IsA	ion optics type	MS:1000597	IsA	ion optics	MS:1000462
MS:1000312MS1	mass limit	MS:1000312	1						
MS:1000313MS1	scan m/z range?	MS:1000313	1						
MS:1000314MS1	mass selective axial ejection	MS:1000314	1						
MS:1000315MS1	mass selective instability	MS:1000315	1						
MS:1000316MS1	mathieu stability diagram	MS:1000316	1						
MS:1000317MS1	orthogonal extraction	MS:1000317	1						
MS:1000318MS1	resonance ion ejection	MS:1000318	1						
MS:1000319MS1	space charge effect	MS:1000319	1	IsA	ion optics attribute	MS:1000487	IsA	ion optics	MS:1000462
MS:1000320MS1	static field	MS:1000320	1	IsA	ion optics type	MS:1000597	IsA	ion optics	MS:1000462
MS:1000321MS1	2E Mass Spectrum	MS:1000321	1						
MS:1000322MS1	charge inversion mass spectrum	MS:1000322	1	IsA	mass spectrum	MS:1000294	IsA	data file content	MS:1000524
MS:1000322MS1	charge inversion mass spectrum	MS:1000322	1	IsA	mass spectrum	MS:1000294	IsA	spectrum type	MS:1000559
MS:1000323MS1	constant neutral loss scan	MS:1000323	1						
MS:1000324MS1	constant neutral gain scan	MS:1000324	1						
MS:1000325MS1	constant neutral gain spectrum	MS:1000325	1	IsA	mass spectrum	MS:1000294	IsA	data file content	MS:1000524
MS:1000325MS1	constant neutral gain spectrum	MS:1000325	1	IsA	mass spectrum	MS:1000294	IsA	spectrum type	MS:1000559
MS:1000326MS1	constant neutral loss spectrum	MS:1000326	1	IsA	mass spectrum	MS:1000294	IsA	data file content	MS:1000524
MS:1000326MS1	constant neutral loss spectrum	MS:1000326	1	IsA	mass spectrum	MS:1000294	IsA	spectrum type	MS:1000559
MS:1000327MS1	consecutive reaction monitoring	MS:1000327	1						
MS:1000328MS1	e/2 mass spectrum	MS:1000328	1	IsA	mass spectrum	MS:1000294	IsA	data file content	MS:1000524
MS:1000328MS1	e/2 mass spectrum	MS:1000328	1	IsA	mass spectrum	MS:1000294	IsA	spectrum type	MS:1000559
MS:1000329MS1	linked scan	MS:1000329	1						
MS:1000330MS1	linked scan at constant b/e	MS:1000330	1						
MS:1000331MS1	Linked Scan at Constant E2/V	MS:1000331	1						
MS:1000332MS1	Linked Scan at Constant B2/E	MS:1000332	1						
MS:1000333MS1	Linked Scan at Constant B[1-(E/E0)]^1/2 / E	MS:1000333	1						
MS:1000334MS1	MS/MS in Time	MS:1000334	1						
MS:1000335MS1	MS/MS in Space	MS:1000335	1						
MS:1000336MS1	neutral loss	MS:1000336	0	IsA	modification parameters	MS:1001055	PartOf	spectrum interpretation	MS:1001000
MS:1000337MS1	nth generation product ion	MS:1000337	1						
MS:1000338MS1	nth generation product ion scan	MS:1000338	1						
MS:1000339MS1	nth generation product ion spectrum	MS:1000339	1						
MS:1000340MS1	precursor ion	MS:1000340	1						
MS:1000341MS1	precursor ion spectrum	MS:1000341	1	IsA	mass spectrum	MS:1000294	IsA	data file content	MS:1000524
MS:1000341MS1	precursor ion spectrum	MS:1000341	1	IsA	mass spectrum	MS:1000294	IsA	spectrum type	MS:1000559
MS:1000342MS1	product ion	MS:1000342	1						
MS:1000343MS1	product ion spectrum	MS:1000343	1	IsA	mass spectrum	MS:1000294	IsA	data file content	MS:1000524
MS:1000343MS1	product ion spectrum	MS:1000343	1	IsA	mass spectrum	MS:1000294	IsA	spectrum type	MS:1000559
MS:1000344MS1	progeny ion	MS:1000344	1						
MS:1000345MS1	array detector	MS:1000345	0	IsA	detector type	MS:1000026	PartOf	detector	MS:1000453
MS:1000346MS1	conversion dynode	MS:1000346	0	IsA	detector type	MS:1000026	PartOf	detector	MS:1000453
MS:1000347MS1	dynode	MS:1000347	1	IsA	detector type	MS:1000026	PartOf	detector	MS:1000453
MS:1000348MS1	focal plane collector	MS:1000348	0	IsA	detector type	MS:1000026	PartOf	detector	MS:1000453
MS:1000349MS1	ion-to-photon detector	MS:1000349	1	IsA	detector type	MS:1000026	PartOf	detector	MS:1000453
MS:1000350MS1	point collector	MS:1000350	1	IsA	detector type	MS:1000026	PartOf	detector	MS:1000453
MS:1000351MS1	postacceleration detector	MS:1000351	1	IsA	detector type	MS:1000026	PartOf	detector	MS:1000453
MS:1000352MS1	secondary electron	MS:1000352	1						
MS:1000353MS1	adduct ion	MS:1000353	0	IsA	adduct	MS:1003055	IsA	molecule	MS:1000859
MS:1000354MS1	aromatic ion	MS:1000354	1						
MS:1000355MS1	analog ion	MS:1000355	1						
MS:1000356MS1	anti-aromatic ion	MS:1000356	1						
MS:1000357MS1	cationized molecule	MS:1000357	1						
MS:1000358MS1	cluster ion	MS:1000358	1						
MS:1000359MS1	Conventional ion	MS:1000359	1						
MS:1000360MS1	diagnostic ion	MS:1000360	1						
MS:1000361MS1	dimeric ion	MS:1000361	1						
MS:1000362MS1	distonic ion	MS:1000362	1						
MS:1000363MS1	enium ion	MS:1000363	1						
MS:1000364MS1	fragment ion	MS:1000364	1						
MS:1000365MS1	ion?	MS:1000365	1						
MS:1000366MS1	Isotopologue ion	MS:1000366	1						
MS:1000367MS1	Isotopomeric ion	MS:1000367	1						
MS:1000368MS1	metastable ion	MS:1000368	1						
MS:1000369MS1	molecular ion	MS:1000369	1						
MS:1000370MS1	negative ion	MS:1000370	1						
MS:1000371MS1	non-classical ion	MS:1000371	1						
MS:1000372MS1	onium ion	MS:1000372	1						
MS:1000373MS1	principal ion	MS:1000373	1						
MS:1000374MS1	positive ion	MS:1000374	1						
MS:1000375MS1	protonated molecule	MS:1000375	1						
MS:1000376MS1	radical ion	MS:1000376	1						
MS:1000377MS1	reference ion	MS:1000377	1						
MS:1000378MS1	stable ion	MS:1000378	1						
MS:1000379MS1	unstable ion	MS:1000379	1						
MS:1000380MS1	adiabatic ionization	MS:1000380	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000381MS1	associative ionization	MS:1000381	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000382MS1	atmospheric pressure photoionization	MS:1000382	1	IsA	atmospheric pressure ionization	MS:1000240	IsA	ionization type	MS:1000008
MS:1000383MS1	autodetachment	MS:1000383	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000384MS1	autoionization	MS:1000384	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000385MS1	charge exchange ionization	MS:1000385	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000386MS1	chemi-ionization	MS:1000386	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000387MS1	desorption/ionization on silicon	MS:1000387	1	IsA	desorption ionization	MS:1000247	IsA	ionization type	MS:1000008
MS:1000388MS1	dissociative ionization	MS:1000388	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000389MS1	electron ionization	MS:1000389	1	IsA	ionization type	MS:1000008	PartOf	source	MS:1000458
MS:1000390MS1	ion desolvation	MS:1000390	1						
MS:1000391MS1	ion-pair formation	MS:1000391	1						
MS:1000392MS1	ionization efficiency	MS:1000392	1	IsA	source attribute	MS:1000482	PartOf	source	MS:1000458
MS:1000393MS1	laser desorption ionization	MS:1000393	1	IsA	desorption ionization	MS:1000247	IsA	ionization type	MS:1000008
