..\docs\psi-ms_3.84.0.obo /StripQuotes /NoP /NoObsolete

Term_PK	Term_Name	Identifier	Is_Leaf	Definition
MS:1000300MS1	reflectron	MS:1000300	1	A time-of-flight mass spectrometer that uses a static electric field to reverse the direction of travel of the ions entering it. A reflectron improves mass resolution by assuring that ions of the same m/z but different kinetic energy arrive at the detector at the same time.
MS:1000304MS1	accelerating voltage	MS:1000304	1	The electrical potential used to impart kinetic energy to ions in a mass spectrometer.
MS:1000307MS1	einzel lens	MS:1000307	1	Three element charged particle lens in which the first and third elements are held at the same voltage. Such a lens produces focusing without changing the translational energy of the particle.
MS:1000308MS1	electric field strength	MS:1000308	1	The magnitude of the force per unit charge at a given point in space.
MS:1000309MS1	first stability region	MS:1000309	1	The region of a Mathieu stability diagram closest to the origin. Ions within this region can traverse the full length of a transmission quadrupole.
MS:1000310MS1	fringing field	MS:1000310	1	The electric or magnetic field that extends from the edge of a sector, lens or other ion optics element.
MS:1000311MS1	kinetic energy analyzer	MS:1000311	1	A device for measuring the kinetic energy of charged particles using a retarding field, time-of-flight, or the extent of deflection in an electric or magnetic field.
MS:1000319MS1	space charge effect	MS:1000319	1	The mutual repulsion of particles of like charge that limits the current in a charged-particle beam and causes beams or packets of charged particles to expand radially over time.
MS:1000320MS1	static field	MS:1000320	1	An electric or magnetic field that does not change in time.
MS:1000322MS1	charge inversion mass spectrum	MS:1000322	1	The measurement of the relative abundance of ions that result from a charge inversion reaction as a function of m/z.
MS:1000325MS1	constant neutral gain spectrum	MS:1000325	1	A spectrum formed of all product ions that have been produced by gain of a pre-selected neutral mass following the reaction with and addition of the gas in a collision cell.
MS:1000326MS1	constant neutral loss spectrum	MS:1000326	1	A spectrum formed of all product ions that have been produced with a selected m/z decrement from any precursor ions. The spectrum shown correlates to the precursor ion spectrum. See also neutral loss spectrum.
MS:1000328MS1	e/2 mass spectrum	MS:1000328	1	A mass spectrum obtained using a sector mass spectrometer in which the electric sector field E is set to half the value required to transmit the main ion-beam. This spectrum records the signal from doubly charged product ions of charge-stripping reactions.
MS:1000336MS1	neutral loss	MS:1000336	0	The loss of an uncharged species during a rearrangement process.
MS:1000341MS1	precursor ion spectrum	MS:1000341	1	Spectrum generated by scanning precursor m/z while monitoring a fixed product m/z.
MS:1000345MS1	array detector	MS:1000345	0	Detector comprising several ion collection elements, arranged in a line or grid where each element is an individual detector.
MS:1000346MS1	conversion dynode	MS:1000346	0	A surface that is held at high potential such that ions striking the surface produce electrons that are subsequently detected.
MS:1000347MS1	dynode	MS:1000347	1	One of a series of electrodes in a photomultiplier tube. Such an arrangement is able to amplify the current emitted by the photocathode.
MS:1000348MS1	focal plane collector	MS:1000348	0	A detector for spatially disperse ion beams in which all ions simultaneously impinge on the detector plane.
MS:1000349MS1	ion-to-photon detector	MS:1000349	1	A detector in which ions strike a conversion dynode to produce electrons that in turn strike a phosphor and the resulting photons are detected by a photomultiplier.
MS:1000350MS1	point collector	MS:1000350	1	A detector in which the ion beam is focused onto a point and the individual ions arrive sequentially.
MS:1000351MS1	postacceleration detector	MS:1000351	1	A detector in which the charged particles are accelerated to a high velocity and impinge on a conversion dynode, emitting secondary electrons. The electrons are accelerated onto a phosphor screen, which emits photons that are in turn detected using a photomultiplier or other photon detector.
MS:1000380MS1	adiabatic ionization	MS:1000380	1	A process whereby an electron is removed from an atom, ion, or molecule to produce an ion in its lowest energy state.
MS:1000381MS1	associative ionization	MS:1000381	1	An ionization process in which two excited atoms or molecules react to form a single positive ion and an electron.
MS:1000382MS1	atmospheric pressure photoionization	MS:1000382	1	Atmospheric pressure chemical ionization in which the reactant ions are generated by photo-ionization.
MS:1000383MS1	autodetachment	MS:1000383	1	The formation of a neutral when a negative ion in a discrete state with an energy greater than the detachment threshold loses an electron spontaneously without further interaction with an energy source.
MS:1000384MS1	autoionization	MS:1000384	1	The formation of an ion when an atom or molecule in a discrete state with an energy greater than the ionization threshold loses an electron spontaneously without further interaction with an energy source.
MS:1000385MS1	charge exchange ionization	MS:1000385	1	The interaction of an ion with an atom or molecule in which the charge on the ion is transferred to the neutral without the dissociation of either. Synonymous with charge transfer ionization.
MS:1000386MS1	chemi-ionization	MS:1000386	1	The reaction of a neutral molecule with an internally excited molecule to form an ion. Note that this term is not synonymous with chemical ionization.
MS:1000387MS1	desorption/ionization on silicon	MS:1000387	1	The formation of ions by laser desorption ionization of a sample deposited on a porous silicon surface.
MS:1000388MS1	dissociative ionization	MS:1000388	1	The reaction of a gas-phase molecule that results in its decomposition to form products, one of which is an ion.
MS:1000389MS1	electron ionization	MS:1000389	1	The ionization of an atom or molecule by electrons that are typically accelerated to energies between 50 and 150 eV. Usually 70 eV electrons are used to produce positive ions. The term 'electron impact' is not recommended.
MS:1000392MS1	ionization efficiency	MS:1000392	1	The ratio of the number of ions formed to the number of electrons, molecules or photons used.
MS:1000393MS1	laser desorption ionization	MS:1000393	1	The formation of gas-phase ions by the interaction of a pulsed laser with a solid or liquid material.
MS:1000395MS1	liquid secondary ionization	MS:1000395	1	The ionization of any species by the interaction of a focused beam of ions with a sample that is dissolved in a solvent matrix. See also fast atom bombardment and secondary ionization.
MS:1000396MS1	membrane inlet	MS:1000396	1	A semi-permeable membrane separator that permits the passage of gas sample directly to the mass spectrometer ion source.
MS:1000397MS1	microelectrospray	MS:1000397	1	Electrospray ionization at a solvent flow rate of 300-800 nL/min where the flow is a result of a mechanical pump. See nanoelectrospray.
MS:1000398MS1	nanoelectrospray	MS:1000398	1	Electrospray ionization at a flow rate less than ~25 nL/min. Nanoelectrospray is synonymous with nanospray. The flow is dependent on the potenial on the tip of the electrospray needle and/or a gas presure to push the sample through the needle. See also electrospray ionization and microelectrospray.
MS:1000399MS1	penning ionization	MS:1000399	1	Ionization that occurs through the interaction of two or more neutral gaseous species, at least one of which is internally excited.
MS:1000400MS1	plasma desorption ionization	MS:1000400	1	The ionization of material in a solid sample by bombarding it with ionic or neutral atoms formed as a result of the fission of a suitable nuclide, typically 252Cf. Synonymous with fission fragment ionization.
MS:1000402MS1	secondary ionization	MS:1000402	1	The process in which ions are ejected from a sample surface as a result of bombardment by a primary beam of atoms or ions.
MS:1000403MS1	soft ionization	MS:1000403	1	The formation of gas-phase ions without extensive fragmentation.
MS:1000404MS1	spark ionization	MS:1000404	1	The formation of ions from a solid material by an intermittent electrical discharge.
MS:1000405MS1	surface-assisted laser desorption ionization	MS:1000405	1	The formation of gas-phase ions from molecules that are deposited on a particular surface substrate that is irradiated with a pulsed laser. See also matrix-assisted laser desorption ionization.
MS:1000406MS1	surface ionization	MS:1000406	0	The ionization of a neutral species when it interacts with a solid surface with an appropriate work function and temperature.
MS:1000407MS1	thermal ionization	MS:1000407	1	The ionization of a neutral species through contact with a high temperature surface.
MS:1000408MS1	vertical ionization	MS:1000408	1	A process in which an electron is removed from or added to a molecule without a change in the positions of the atoms. The resulting ion is typically in an excited vibrational state.
MS:1000412MS1	buffer gas	MS:1000412	1	An inert gas used for collisional deactivation of internally excited ions.
MS:1000419MS1	collision gas	MS:1000419	1	An inert gas used for collisional excitation. The term target gas is not recommended.
MS:1000422MS1	beam-type collision-induced dissociation	MS:1000422	0	A collision-induced dissociation process that occurs in a beam-type collision cell.
MS:1000433MS1	low-energy collision-induced dissociation	MS:1000433	1	A collision-induced dissociation process wherein the precursor ion has the translational energy lower than approximately 1000 eV. This process typically requires multiple collisions and the collisional excitation is cumulative.
MS:1000435MS1	photodissociation	MS:1000435	1	A process wherein the reactant ion is dissociated as a result of absorption of one or more photons.
MS:1000441MS1	scan	MS:1000441	0	Function or process of the mass spectrometer where it records a spectrum.
MS:1000442MS1	spectrum	MS:1000442	0	A mass spectrum is an intensity vs m/z (mass-to-charge ratio) plot representing a chemical analysis.
MS:1000443MS1	mass analyzer type	MS:1000443	0	Mass analyzer separates the ions according to their mass-to-charge ratio.
MS:1000446MS1	fast ion bombardment	MS:1000446	1	The ionization of any species by the interaction of a focused beam of ions having a translational energy of several thousand eV with a solid sample.
MS:1000447MS1	LTQ	MS:1000447	1	Finnigan LTQ MS.
MS:1000448MS1	LTQ FT	MS:1000448	1	Finnigan LTQ FT MS.
MS:1000449MS1	LTQ Orbitrap	MS:1000449	1	Finnigan LTQ Orbitrap MS.
MS:1000450MS1	LXQ	MS:1000450	1	Finnigan LXQ MS.
MS:1000451MS1	mass analyzer	MS:1000451	0	Terms used to describe the Analyzer.
MS:1000452MS1	data transformation	MS:1000452	0	Terms used to describe types of data processing.
MS:1000453MS1	detector	MS:1000453	0	The device that detects ions.
MS:1000455MS1	ion selection attribute	MS:1000455	0	Ion selection properties that are associated with a value.
MS:1000456MS1	precursor activation	MS:1000456	0	Terms to describe the precursor activation.
MS:1000457MS1	sample	MS:1000457	0	Terms to describe the sample.
MS:1000458MS1	source	MS:1000458	0	Terms to describe the source.
MS:1000462MS1	ion optics	MS:1000462	0	Device used in the construction of a mass spectrometer to focus, contain or otherwise manipulate ions.
MS:1000463MS1	instrument	MS:1000463	0	Description of the instrument or the mass spectrometer.
MS:1000465MS1	scan polarity	MS:1000465	0	An acquisition mode to which specifies weather polarity is negative, positive or alternating.
MS:1000467MS1	1200 series LC/MSD SL	MS:1000467	1	The 1200 Series LC/MSD SL ion trap belongs to the Agilent LC/MSD ion trap family. It provides fast polarity switching and multisignal data acquisition capabilities in a single run while also providing 5 stages of automated data dependent MS2 and 11 stages of manual MS2.
MS:1000468MS1	6110 Quadrupole LC/MS	MS:1000468	1	The 6110 Quadrupole LC/MS system is a Agilent liquid chromatography instrument combined with an entry level single quadrupole mass spectrometer from the 6100 Series of Agilent quadrupole mass spectrometers. 6110 Quadrupole mass spectrometer has m/z range of 10-1500 and 2500 u/s scan speed. It proves useful for wide range of SIM quantitative applications.
